ID,VERB,DEFINITION,EXAMPLE,ARG0,FLAG0,ARG1,FLAG1,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG2,FLAG2,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG3,FLAG3,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG4,FLAG4,"NOM, ACC, DAT, ABL, INS, LOC, GEN",,,,,,,,,,,,,,,
TUR10-0258500,etmek,"İyi, kötü zarflarıyla birlikte davranmak",,davranan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0186060,dayatmak,Başkasının isteğine karşı koymak,Cem dayattı ve bu rolü asla kabul etmeyeceğini kati bir dille bildirdi.,dayatan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0186510,debelenmek,Bir acının etkisiyle veya bir baskıdan kurtulmak için çırpınmak,"Polisler bu arada, kurtulmak için çırpınan ve debelenen Sadi'nin ceplerini arıyorlardı.","debelenen kişi, hayvan",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0258550,etmek,Herhangi bir değerde olmak,Kira dâhil olduğu hâlde aylık masrafımız tam beş lira ediyordu.,değeri olan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0493770,kurtarmak,Bir şeyin değerini karşılamak,Beş bin liradan aşağısı kurtarmaz!,değerini karşılayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0296200,gezinmek,"Özellikle doğaçtan yapılan müzikte, ezgiyi belli bir makam anlayışı içinde değişik perdeler üzerinde çalmak, dolaşmak",,değişik perdelerde çalan müzisyen,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0190660,delilenmek,Deli gibi davranmak,,"deli gibi davranan kişi, hayvan",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1144330,süregitmek,Aynı biçimde devam etmek,İki yetişkin arasında süregiden gerilimin fazlasıyla farkındaydı.,devam eden,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0718460,sürümek,Devam etmek,,devam eden şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0352540,ıhmak,Deve çöküp oturmak,,deve,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0594920,oturmak,"Sıvı tortuları dibe çökmek, dipte toplanmak",,dibe çöken şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0205340,dilemek,"Kendi düşünce, görüş ve isteğini yapmak",,dilekte bulunan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0209390,dirseklenmek,Dirsek biçiminde kıvrılmak; dirsek oluşturmak,Borular burada dirsekleniyor.,dirseklenen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0748230,tartmak,Binek hayvanlarının dizginlerini çekmek,Süvari daima dizginleri tartıp kısrağı zapta muktedir olduğunu ihsas etmeli.,dizginleri çeken kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0296410,gezmek,Herhangi bir biçimde gezinmek,Bu giysiyle gezemem.,dışarı çıkan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0797090,uğramak,"Fırlayarak çıkmak, dışarı çıkmak",,dışarı çıkan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0834550,yapmak,Dışkı çıkarmak,"Çocuk, altına yapmış.",Dışkı yapan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0451040,kırılmak,"Saydam bir ortamdan başka bir saydam ortama geçen bir ışın, doğrultu değiştirmek",,doğrultu değiştiren şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0248070,eniklemek,"Kedi, köpek vb. doğurmak",,"doğuran kedi, köpek",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0217630,domalmak,"Dizler bükük, baş ileride, çömelmiş bir durum almak",,domalan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0271120,fırıldanmak,Fırıl fırıl dönmek,,dönen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0219900,doyurmak,"Kandırıcı, inandırıcı olmak, tatmin etmek",,doyuran kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1013580,durakalmak,Ne yapacağını bilemez bir biçimde durup kalmak,,durakalan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0225430,duralamak,Duraklamak,Yeni gelen üç kişi bir an girmekle girmemek arası kapının içinde duraladılar.,duralayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0225680,durmak,Hareketsiz durumda olmak,Motorlu su taşıtlarından biri de kanal rıhtımının tam bizim önümüze düşen bir noktasında demir atmış duruyordu.,"duran kişi, şey",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0226050,durulmak,duru duruma gelmek,"Akmayan su, kımıldanmayan, olduğu yerde bir çukurun içinde pıhtılaşan, ağırlaşan durgun ve durulmuş su ölümü hatırlatır bana.",durulan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0226010,durulanmak,"İnsan, yıkandıktan sonra bir daha temiz su dökünmek",,durulanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0226530,duvaklanmak,Duvak örtünmek,,duvaklanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0763430,temizlenmek,"Sakıncalı bir durum, iş düzelmek, bitmek","Bu iş temizlenmeden yüz yüze nasıl gelebiliriz, diyordu.",düzelen iş,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0374320,indüklemek,"Kapalı bir devreyi, şiddeti her an değişen bir manyetik alanın içine koyarak onun üzerinde bir elektrik akımı oluşturmak",,elektrik akımı oluşturan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0499430,kuzulamak,Çocuk ellerini yere dayayarak dizleri üstünde emeklemek,,emekleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0252070,ersemek,Erkek istemek,,erkek isteyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0251790,ermek,Kendini Tanrı yoluna vermiş kimse insanüstü kutsal bir aşamaya erişmek,,ermiş,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0042860,aranmak,Kendisine eş veya sevgili aramak,"Her gece buraya geliyor, aranıyor herhalde.",eş arayan,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0252580,eseflenmek,Acınmak,,eseflenen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0036910,anırmak,Eşek bağırmak,Bu eşek de sabahtan akşama anırıyor.,eşek,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0254230,esnemek,"Uykulu, sıkıntılı veya yorgunluk duyulan bir anda ağzı genişçe açarak soluk alıp vermek",Birden çenelerim gerildi. Uzun uzun esnedim.,esneyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0257340,etenelenmek,Embriyo veya eklentileriyle ana arasında ilgi kurmak,,etenelenen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0077670,barınmak,"Soyut kavram bir yerde etkili olmak, gelişecek ortamı bulmak",Bu kavramlar artık belleğimizde barınamıyor çünkü kullanmıyoruz.,etkili olan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0260800,evsemek,"Evini, yurdunu özlemek",,evini özleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0678990,serinlemek,Biraz avunarak ferahlamak,"Canım şurada bir tek atalım, serinleriz, konuşuruz, dediler.",ferahlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0274640,fingirdemek,"Dikkati çekecek kadar kırıtkan, oynak davranmak",Senin tabirince kadın erkek hayli fingirdediler.,fingirdeyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0375700,inmek,Fiyatı düşürmek,"Bin lira daha indim, gene almadı.",fiyatı düşüren kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0286530,gecelemek,Gecenin geç saatlerine kadar bir şeyle uğraşmak,,geceleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0287590,geçinmek,Yaşamak için gerekeni sağlamak,"Avla geçinen bir kabile, bu gıdaları tesadüfe borçlu olduğuna inanabilir.","geçimini sağlayan kişi, çalışan",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0650860,ruziklenmek,Sefil bir biçimde gün geçirmek veya geçinip gitmek,"Hiç bu yaşa kadar mahkeme kapısına varmadık, adam yok, çocuklar askerde, güveyi kayıp; işler, karı, çoluk çocuk elinde, köyde dört mavzerle ruzikleniriz.",Geçinip giden,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0289110,geğirmek,Midede toplanan gazı ağızdan sesli bir biçimde çıkarmak,Geğirebilsem açılır mıyım acaba? Sancı göğsümde hatta kolumda...,geğiren kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0845280,yazmak,İnsanın geleceğini belirlemek,Yazan böyle yazmış.,geleceği belirleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0167170,çiftelemek,Gemi havanın sertleşmesi üzerine ikinci demirini de atmak,Fırtına yaklaştığından gemi çifteledi.,gemi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0080450,bastırmak,Birdenbire gerçekleşmek ve pek çok etki göstermek,Kış bastırdığında bu sıcağa rahmet okursunuz.,gerçekleşen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0866930,yürümek,Gereği gibi yapılmak veya ilerlemek,"Bu evliliğin yürümeyeceği daha başından anlaşılmıştı ama belki yürütürüz, demiştim.",gereği gibi ilerleyen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0287940,geçirmek,Bir gereksinimi eldeki imkânla karşılamak,,gereksinim karşılayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0434420,kaynamak,Gerektiği gibi yapılamamak,"Lafa daldık, ders kaynadı.",gerektiği gibi yapılamayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0294040,gerilemek,Bir tepki karşısında katı sayılan bir tutumdan vazgeçmek,,geri adım atan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0290460,gelmek,İzlemek; takip etmek,Çocuklar arkadan geliyordu.,geriden gelen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0294380,gerilmek,Gergin bir biçimde açılmak,"Gülmek istedim, dudaklarım titreyip gerildi.","gerilen organ, şey",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0294440,gerinmek,Kolları açarak gövdeyi gergin bir duruma sokmak,"Geç uyanmıştı, geç ve güç. Yatakta uzun uzun gerindi, esnedi.",gerinen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0296420,gezmek,Bir yerde gezi yapmak,Geçen yaz Batı Anadolu'yu gezdik.,"gezi yapan kişi, geziye katılan kişi",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0295940,gezelemek,"Sıkıntılı bir durumda dolaşmak, gezinmek",,gezinen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0775320,tırmanmak,"Belli bir durum, olay gittikçe güç kazanmak, giderek artmak",Olayların tırmanmasına izin vermemli.,giderek artan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0434410,kaynamak,"Gizli bir iş çevirmek, için için hazırlanmak",Burada bir iş kaynıyor.,gizlice çevrilen iş,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0158320,çelmek,"Kendi yanına çekmek, beğenisini, sevgisini kazanmak",Gönlümü çelen bir söz söyle.,gönül çelen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0667260,sarmak,Bir görev veya işin yerine getirilmesini başkasına yüklemek,,görev yüklenen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0503810,küsmek,Görevini yerine getirememek,Yemek zamanı geçerse mide küser.,görevini yerine getiremeyen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0432280,kaybolmak,Görünür olmaktan çıkmak; görünmez olmak,Bir müddet sonra her ikisi de büyük antreden çıkıp kaybolurlar,görünmez olan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0433880,kaymak,"Görüş, düşünce veya tutumunu değiştirmek",,görüş değiştiren kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0311050,gruplanmak,Grup grup olarak bulunmak,,gruplanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0367730,ilerlemek,"Daha güçlü, daha etkili duruma gelmek",Ahbaplık ilerledi. Hastalık ilerledi.,güçlenen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0393620,kabarmak,"Öfke, sevgi vb. duygular gittikçe güçlenmek",Bu olayı duyunca delikanlının yüreği öç alma duygusuyla kabarır.,güçlenen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0312750,güderilemek,Güderi işlemlerini yapmak,,güderileyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0313720,gülmek,Dikkati çekecek derecede hoş ve sıcak görünmek,,gülen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0317150,gürlemek,Kalın ve gür ses çıkarmak,Pala bıyıklı adamın sesi kapının önünde gürledi.,gürleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0311710,gusletmek,Gusül abdesti almak,,gusül abdesti alan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0317520,güvelenmek,Güve tarafından yenilmek,,güvelenen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0615940,parlatmak,"Güzel, etkili, alışılmamış söz söylemek",,güzel söz söyleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0319350,haccetmek,Müslümanlıkta hac zamanında Kâbe'yi ziyaret ve tavaf etmek,,hacı olma niyetinde olan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0319360,haccetmek,Hristiyanlıkta kutsal sayılan yerleri ziyaret etmek,,hacı olma niyetinde olan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0281460,gadrolunmak,Haksızlığa uğratılmak,,haksızlığa uğratılan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0199830,devinmek,Vücudu oynatmak veya kıpırdatmak; kımıldanmak; hareket etmek,,"hareket eden kişi, canlı",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0328310,hareketlenmek,"Hareket kazanmak, harekete geçmek",,"harekete etmeye başlayan kişi, şey",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0329330,harmanlanmak,Ay çevresinde ağıl oluşmak,,harmanlanan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0329300,harmanlamak,Gemi az bir dümen açısıyla büyük bir eğri çizerek yürümek,,harmanlayan gemi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0330460,hasrolunmak,"Bir şey bütünüyle birine verilmek, ayrılmak",,hasrolunan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0333050,havalanmak,"Kibirli, gururlu, çalımlı davranışlarda bulunmak",Sen de araba aldın diye pek havalandın.,havalanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0333040,havalanmak,Bir şey hava akımıyla yer değiştirmek,,havalanan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0618880,patlamak,"Top, taşıt lastiği vb. şeyler değişik nedenlerle havası inmek",,havası inen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0404810,kalkmak,"Varlığı, hayatı son bulmak",Halifelik kalktı.,hayatı son bulan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0780920,toparlanmak,"Bir işi, bir hareketi yapmaya hazır duruma gelmek",Can havliyle silkinip toparlanarak ve bütün bağlarından sıyrılarak birdenbire ayağa kalkıvermiş.,hazırlanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0628090,pineklemek,Bir yerde hiçbir iş yapmadan oturmak,Senin gibi babaevinde ... pinekleyen taze dul çok!,Hiçbir şey yapmadan oturan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0341180,hıçkırmak,Boğazdan hıçkırık sesi çıkarmak,"Uçurtmamı isterim, diye hıçkırdı.",hıçkıran kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0341790,hırıldamak,Hırıltılı bir ses çıkarmak,"Çocuğun nezlesi var, göğsü hırıldıyor.",hırıldayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0341970,hırlamak,Hırıltıyla ses çıkarmak,,hırlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0341990,hırlamak,Kızgınlıkla ters konuşmak,,hırlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0346980,hohlamak,Ağzını yaklaştırıp soluğunu bir şeyin üzerine hızla vermek,,hohlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0347500,hoplamak,"Sevinçten, korkudan veya oyun için, bulunduğu yerde havaya doğru fırlamak","Birden yüreği hopladı, işte oradaydı.",hoplayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0348400,horuldamak,Horlamak,,horuldayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0351710,hüngürdemek,Yüksek sesle ve hıçkırarak ağlamak,,hüngürdeyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0328710,harılanmak,"Hayvan huysuzlanmak, huysuzluk etmek",,huysuz hayvan,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0359710,içlenmek,"Kimseye belli etmeden bir şeyi kendine dert etmek, duygulanmak",,içlenen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0362660,iğneletmek,İğne vurdurmak,,iğne vurduran kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0364220,ihtiyarlamak,"İhtiyar görünüşü almak, ihtiyar görünmek","Ağlamaktan gözleri şişmiş, zavallı yüzü on sene birden ihtiyarlamıştı.",ihtiyarlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0167470,çiftlenmek,İkili duruma getirilmek,Odadaki yastıklar çiftlendi.,ikili duruma gelen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0365850,ikirciklenmek,Kararsız olmak,,ikirciklenen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0271480,fırlamak,Yerinden oynayıp ileriye doğru çıkıntı yapmak,,ileriye doğru giden kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0367710,ilerlemek,"Bulunduğu yerden daha ileriye gitmek, yol almak",,ilerleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0720540,süzülmek,Sessizce ve görünür bir hareket yapmadan ilerlemek,Baktım süzülüp geçti açıktan iki sandal.,ilerleyen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0373340,incelmek,"Sıvı, koyu durumdan akışkan duruma gelmek; akışkanlığı artmak",,incelen sıvı,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0375640,inmek,Yüksekten veya yukarıdan aşağıya doğru gelmek,Dağdan kurt indi.,inen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0375770,inmek,Ağmak,,inen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0375660,inmek,"Dağ, tepe vb. yüksek bir yerden gelmek",Dağdan kurt indi.,inen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0375690,inmek,Alçalıp eski durumuna dönmek,Sular indi. Şiş indi.,inen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0881940,inildemek,İnlemek,Saat acı bir sesle çınladı ve inildedi / Ve benim boynu bükük ömrüm kaldı yarına,inleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0375560,inlemek,"Acı, üzüntü belirten kesik sesler çıkarmak","O, inledikçe benim de yüreğim sızlıyor.",inleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0776140,tıslamak,Ağır yük altında iniltiye benzer sesler çıkarmak,,inleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0375570,inlemek,"Gür, uğultulu, yankılı ses çıkarmak",Yer gök inlesin.,inleyen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0375740,inmek,İnme gelmek,Sağ tarafına inmiş.,inme gelen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0395760,kaçmak,İpi kopmak,Çorabım kaçtı.,ipi kopan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0781280,toplamak,"Çıban, yara irinlenmek",,irinlenen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0378820,irkilmek,Ürkerek geri çekilir gibi olmak,"Elimi omzuna koyuyorum. İrkiliyor, sertçe çeviriyor bakışını.",irkilen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0378840,irkilmek,Vücudun bir yeri dışarıdan gelen bir uyarıcının etkisiyle kanlanıp şişmek; taharrüş etmek,,irkilen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0378850,irkilmek,"Akan bir şey, bir engel karşısında duraklayıp birikmek",,irkilen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0790140,tutmak,İş görebilmek,"Eli ayağı tutsun, açlıktan ölmesin, yeterdi ona.",iş gören şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0435840,kazanmak,"Çıkmak, isabet etmek",,isabet eden kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0405130,kalmak,"İşlemez, yürümez duruma gelmek",Araba yarı yolda kaldı.,işlemez duruma gelen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0860220,yortmak,İşsiz güçsüz gezmek,,işsiz gezen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0100350,bırakmak,"Bulunduğu veya dokunduğu yerde bir şey oluşturmak, meydana getirmek",Bende iz bıraktı.,iz bırakan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0352480,ıhlamak,"Hastalıktan veya yorgunluktan inler gibi ""ıh"" sesi çıkarmak",,ıhlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0352680,ıkınmak,Peklikte veya doğum sırasında kasları zorlayarak soluğunu tutmak,,ıkınan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0352670,ıkınmak,Herhangi bir sebeple soluğunu içinde tutarak kendini zorlamak,Sedef doğurmak için ıkınıyordu.,ıkınan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1064970,kabarıvermek,Ansızın kabarmak,,kabaran,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0311440,gurklamak,Erkek hindi kabarmak,,kabaran erkek hindi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0393530,kabarmak,Ağırlığı artmadan hacmi büyümek,Ekmek iyi kabardı.,kabaran şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0393540,kabarmak,Yağışlardan veya kaynamaktan taşmaya yüz tutmak,Çay birdenbire kabararak şosenin rampalarını aşar ve epeyce zararlara sebep olur.,kabaran şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0434370,kaynamak,Mayalı bir şey kabarıp köpürmek,Şıra kaynamış.,kabaran şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0395800,kaçmak,Hızlı koşmak,"Biletlerini memurun elinden kaptı, kaçar gibi gişeden uzaklaştı.",Kaçan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0395860,kaçmak,Yarışçı diğerlerinden hızla ayrılıp arayı açmak,Norveçli koşucu rakiplerinden hızla kaçarak arayı açtı.,Kaçan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0395870,kaçmak,Futbol ve basketbolda engelleyen adamdan kurtulmak veya pas alabilmek için boş alana koşmak,Jordan hızlıca kaçıp pas istercesine ellerini açtı.,Kaçan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0268360,ferahlamak,"Sıkıntısı, tasası dağılmak",Geçer hepsi geçer elbet / Daralmış gönüller ferahlar,kafası rahatlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0853130,yetmek,"Kötü bir davranış, durum, tutum yeterli olmak; kâfi gelmek",Bu zulüm artık yeter!,kafi gelen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0399390,kahreylemek,Üzülmesine neden olmak,,kahreyleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0400250,kakalanmak,Kaka ile kirlenmek,,kakalanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0401140,kalakalmak,Bir şey veya durum karşısında şaşırmak,Baktılar ve ani bir komutla dondurulmuşçasına öylece kalakaldılar.,kalakalan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0401150,kalakalmak,Güç durumda kalmak,Arka tekerler alıp başını geçti gitti. Kırk yolcu yolun ortasında kalakaldık.,kalakalan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0405060,kalmak,"Zaman, uzaklık veya nicelik belirtilen miktarda bulunmak",Arabada yalnız dört çocuk kalmıştı.,kalan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0403160,kalgımak,Öfkeyle kalkmak,,kalgıyan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0404710,kalkmak,Uyanarak yataktan ayrılmak,"İstemeye istemeye, altüst olmuş yataktan kalktım.",kalkan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0404720,kalkmak,Gitmek üzere yerinden ayrılmak,"Niye kalktınız, biraz daha otursaydınız.",kalkan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0404790,kalkmak,Derlenip götürülmek,"Ne zaman kalkacağını, nereye gömüleceğini bilmek, bildirmek mümkün değil.",kalkan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0404800,kalkmak,Hasta iyileşerek gezecek duruma gelmek,Hasta bir haftaya kadar kalkar.,kalkan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
